src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.16.253.1,172.16.253.255,17500,17500,17,2013-01-05 22:40:32,147286138.0,14.712857770769983,0.04073703120656202,0.04073703120656202,0.0,6,0,2167,0,363.0,352.0,361.1666666666667,4.099457958749615,0.0,0.0,0.0,0.0,363,352,361.1666666666667,4.099457958749615,16.805555555555557,48,0,8,6,29457227.6,31161012.0,26063474.0,1753422.0615631137,147286138.0,31161012.0,26063474.0,29457227.6,1753422.061563114,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,361.1666666666667,0,0,0.0,0.0,0.0,0.0,26063474.0,5097538.0,15580506.0,10482968.0,0.0,0.0,0.0,0.0,0.0,0.0,361.1666666666667,0.0,0,6,0,2167,0
0.0.0.0,255.255.255.255,68,67,17,2013-01-05 22:40:43,1002705.0,695.1197012082317,1.9946045945716837,1.9946045945716837,0.0,2,0,697,0,355.0,342.0,348.5,6.5,0.0,0.0,0.0,0.0,355,342,348.5,6.5,42.25,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,348.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.5,0.0,0,2,0,697,0
172.16.253.254,172.16.253.130,67,68,17,2013-01-05 22:40:44,2100.0,325714.28571428574,952.3809523809524,952.3809523809524,0.0,2,0,684,0,342.0,342.0,342.0,0.0,0.0,0.0,0.0,0.0,342,342,342.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,342.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0,2,0,684,0
172.16.253.130,8.8.8.8,53,53,17,2013-01-05 22:40:47,15073.0,13733.165262389704,132.68758707622902,66.34379353811451,66.34379353811451,1,1,76,131,76.0,76.0,76.0,0.0,131.0,131.0,131.0,0.0,131,76,103.5,27.5,756.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,103.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,131.0,0,1,1,76,131
172.16.253.130,4.2.2.2,53,53,17,2013-01-05 22:40:47,39070.0,5298.182748912209,51.19017148707448,25.59508574353724,25.59508574353724,1,1,76,131,76.0,76.0,76.0,0.0,131.0,131.0,131.0,0.0,131,76,103.5,27.5,756.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,103.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,131.0,0,1,1,76,131
172.16.253.130,65.55.21.13,123,123,17,2013-01-05 22:40:47,86184.0,2088.5547201336676,23.20616355704075,11.603081778520375,11.603081778520375,1,1,90,90,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,1,1,90,90
172.16.253.130,117.55.241.58,1092,80,6,2013-01-05 22:41:53,3548507.0,36396.99738509745,34.380656428182334,10.145111732906262,24.235544695276072,36,86,2231,126924,333.0,54.0,61.97222222222222,45.83090060883905,1514.0,60.0,1475.860465116279,222.08102244454886,1514,54,1058.6475409836066,671.7232905380981,451212.1790513302,720,1720,20,1,29326.504132231406,323040.0,6.0,71355.13885935905,3548507.0,323621.0,240.0,101385.91428571429,105566.29961778832,3239529.0,323040.0,6.0,38112.10588235294,76806.51579513804,0,0,0,0,1,0,0,0,0,0,0,2.388888888888889,1058.6475409836066,64240,64240,323006.0,33322.0,149743.31818181818,97737.42230746546,322843.0,33109.0,130597.11538461539,99308.46348637737,0.0,0.0,122274.0,85.0,0.0,37753.60580374386,61.97222222222222,1475.860465116279,0,36,86,2231,126924
172.16.253.130,184.22.41.10,1093,80,6,2013-01-05 22:41:57,218677.0,3813.84416285206,27.437727790302592,13.718863895151296,13.718863895151296,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,43735.4,113292.0,56.0,53380.997299038914,113695.0,113348.0,347.0,56847.5,56500.5,105385.0,104768.0,617.0,52692.5,52075.5,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,113292.0,104554.0,108923.0,4369.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1094,80,6,2013-01-05 22:41:58,214603.0,3886.2457654366435,27.958602629040602,13.979301314520301,13.979301314520301,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,42920.6,109208.0,57.0,52336.50761218215,109538.0,109265.0,273.0,54769.0,54496.0,105395.0,104785.0,610.0,52697.5,52087.5,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,109208.0,104505.0,106856.5,2351.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1095,80,6,2013-01-05 22:41:59,9999155.0,82.80699719126267,0.600050704284512,0.4000338028563414,0.2000169014281707,4,2,708,120,538.0,54.0,177.0,208.44903453842142,60.0,60.0,60.0,0.0,538,54,138.0,178.91152375778742,32009.333333333332,80,40,20,1,1999831.0,9890817.0,58.0,3945712.665377295,9999155.0,9891036.0,352.0,3333051.6666666665,4637402.533224846,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,138.0,64240,64240,0.0,0.0,0.0,0.0,9890598.0,107709.0,4999153.5,4891444.5,0.0,0.0,0.0,0.0,0.0,0.0,177.0,60.0,0,4,2,708,120
172.16.253.130,184.22.41.10,1096,80,6,2013-01-05 22:42:10,225387.0,3700.3021469738715,26.62087875520771,13.310439377603855,13.310439377603855,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,45077.4,115736.0,39.0,55100.27082183898,109551.0,109333.0,218.0,54775.5,54557.5,116093.0,115736.0,357.0,58046.5,57689.5,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,115636.0,109294.0,112465.0,3171.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1097,80,6,2013-01-05 22:42:11,212783.0,3919.4860491674617,28.19774136091699,14.098870680458495,14.098870680458495,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,42556.6,107632.0,54.0,51864.34105857318,107996.0,107686.0,310.0,53998.0,53688.0,105151.0,104499.0,652.0,52575.5,51923.5,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,107632.0,104211.0,105921.5,1710.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1098,80,6,2013-01-05 22:42:13,213720.0,3902.3020774845595,28.07411566535654,14.03705783267827,14.03705783267827,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,42744.0,108402.0,55.0,52062.942917203596,108797.0,108457.0,340.0,54398.5,54058.5,105318.0,104579.0,739.0,52659.0,51920.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,108402.0,104235.0,106318.5,2083.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1099,80,6,2013-01-05 22:42:14,213324.0,3909.546042639365,28.126230522585363,14.063115261292682,14.063115261292682,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,42664.8,107372.0,55.0,51895.09084836445,107933.0,107427.0,506.00000000000006,53966.5,53460.5,105952.0,105061.0,891.0,52976.0,52085.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,107372.0,104731.0,106051.5,1320.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1100,80,6,2013-01-05 22:42:15,9999074.0,82.80766799005588,0.6000555651453324,0.4000370434302216,0.2000185217151108,4,2,708,120,538.0,54.0,177.0,208.44903453842142,60.0,60.0,60.0,0.0,538,54,138.0,178.91152375778742,32009.333333333332,80,40,20,1,1999814.8,9890147.0,54.0,3945388.2413175716,9999074.0,9890359.0,355.0,3333024.6666666665,4636945.21852051,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,138.0,64240,64240,0.0,0.0,0.0,0.0,9889935.0,108306.0,4999120.5,4890814.5,0.0,0.0,0.0,0.0,0.0,0.0,177.0,60.0,0,4,2,708,120
172.16.253.130,184.22.41.10,1101,80,6,2013-01-05 22:42:26,216704.0,3848.5676314235084,27.68753691671589,13.843768458357944,13.843768458357944,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,43340.8,108497.0,56.0,52834.45331750864,108892.0,108553.0,339.0,54446.0,54107.0,108207.0,107600.0,607.0,54103.5,53496.5,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,108497.0,107388.0,107942.5,554.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1102,80,6,2013-01-05 22:42:27,212549.0,3923.8010999816515,28.228784891954326,14.114392445977163,14.114392445977163,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,42509.8,107815.0,58.0,51797.789402251525,108156.0,107873.0,283.0,54078.0,53795.0,104734.0,104049.0,685.0,52367.0,51682.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,107815.0,103705.0,105760.0,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1103,80,6,2013-01-05 22:42:28,217421.0,3835.876019335759,27.596230354933514,13.798115177466757,13.798115177466757,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,43484.2,112602.0,57.0,53084.669174442446,112945.0,112659.0,286.0,56472.5,56186.5,104819.0,104235.0,584.0,52409.5,51825.5,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,112602.0,103994.0,108298.0,4304.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1104,80,6,2013-01-05 22:42:30,214035.0,3896.5589739995794,28.032798374097695,14.016399187048847,14.016399187048847,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,42807.0,107488.0,68.0,52182.60419718434,107858.0,107556.0,302.0,53929.0,53627.0,106547.0,105941.0,606.0,53273.5,52667.5,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,107488.0,105705.0,106596.5,891.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1105,80,6,2013-01-05 22:42:31,9999117.0,82.8073118856395,0.6000529846785471,0.4000353231190314,0.2000176615595157,4,2,708,120,538.0,54.0,177.0,208.44903453842142,60.0,60.0,60.0,0.0,538,54,138.0,178.91152375778742,32009.333333333332,80,40,20,1,1999823.4,9890543.0,49.0,3945581.2303268374,9999117.0,9890733.0,245.0,3333039.0,4637199.099099657,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,138.0,64240,64240,0.0,0.0,0.0,0.0,9890353.0,108090.0,4999221.5,4891131.5,0.0,0.0,0.0,0.0,0.0,0.0,177.0,60.0,0,4,2,708,120
172.16.253.130,184.22.41.10,1106,80,6,2013-01-05 22:42:42,227680.0,3663.035839775123,26.35277582572031,13.176387912860156,13.176387912860156,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,45536.0,118268.0,55.0,55611.81598545403,109220.0,108883.0,337.0,54610.0,54273.0,118852.0,118268.0,584.0,59426.0,58842.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,118076.0,108828.0,113452.0,4624.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1107,80,6,2013-01-05 22:42:43,213702.0,3902.630766207148,28.076480332425525,14.038240166212763,14.038240166212763,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,42740.4,107434.0,55.0,52108.23627258938,107767.0,107489.0,278.0,53883.5,53605.5,106268.0,105678.0,590.0,53134.0,52544.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,107434.0,105421.0,106427.5,1006.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1108,80,6,2013-01-05 22:42:44,9998620.0,82.81142797706083,0.600082811427977,0.4000552076186513,0.20002760380932566,4,2,708,120,538.0,54.0,177.0,208.44903453842142,60.0,60.0,60.0,0.0,538,54,138.0,178.91152375778742,32009.333333333332,80,40,20,1,1999724.0,9889535.0,53.0,3945127.533614801,9998620.0,9889788.0,456.0,3332873.3333333335,4636648.152926949,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,138.0,64240,64240,0.0,0.0,0.0,0.0,9889282.0,108323.0,4998802.5,4890479.5,0.0,0.0,0.0,0.0,0.0,0.0,177.0,60.0,0,4,2,708,120
172.16.253.130,184.22.41.10,1109,80,6,2013-01-05 22:42:55,9998693.0,82.81082337461507,0.6000784302508338,0.4000522868338892,0.2000261434169446,4,2,708,120,538.0,54.0,177.0,208.44903453842142,60.0,60.0,60.0,0.0,538,54,138.0,178.91152375778742,32009.333333333332,80,40,20,1,1999738.6,9890003.0,54.0,3945353.5339515824,9998693.0,9890266.0,274.0,3332897.6666666665,4636968.770214175,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,138.0,64240,64240,0.0,0.0,0.0,0.0,9889740.0,108099.0,4998919.5,4890820.5,0.0,0.0,0.0,0.0,0.0,0.0,177.0,60.0,0,4,2,708,120
172.16.253.130,117.55.241.58,1092,80,6,2013-01-05 22:43:01,0.0,0,0,0,0,1,0,54,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,20,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,54.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,1,0,54,0
172.16.253.130,184.22.41.10,1110,80,6,2013-01-05 22:43:06,9999682.0,82.80263312373333,0.6000190806067633,0.40001272040450886,0.20000636020225443,4,2,708,120,538.0,54.0,177.0,208.44903453842142,60.0,60.0,60.0,0.0,538,54,138.0,178.91152375778742,32009.333333333332,80,40,20,1,1999936.4,9890786.0,58.0,3945646.2527319705,9999682.0,9891001.0,448.0,3333227.3333333335,4637255.0069321785,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,138.0,64240,64240,0.0,0.0,0.0,0.0,9890571.0,108175.0,4999373.0,4891198.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,60.0,0,4,2,708,120
172.16.253.130,184.22.41.10,1111,80,6,2013-01-05 22:43:17,9999787.0,82.80176367756634,0.6000127802722198,0.40000852018147987,0.20000426009073993,4,2,708,120,538.0,54.0,177.0,208.44903453842142,60.0,60.0,60.0,0.0,538,54,138.0,178.91152375778742,32009.333333333332,80,40,20,1,1999957.4,9883862.0,67.0,3942204.5536128436,9999787.0,9884087.0,292.0,3333262.3333333335,4632370.939624785,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,138.0,64240,64240,0.0,0.0,0.0,0.0,9883637.0,115341.0,4999489.0,4884148.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,60.0,0,4,2,708,120
172.16.253.130,184.22.41.10,1112,80,6,2013-01-05 22:43:28,9998970.0,82.80852927851569,0.6000618063660557,0.40004120424403716,0.20002060212201858,4,2,708,120,538.0,54.0,177.0,208.44903453842142,60.0,60.0,60.0,0.0,538,54,138.0,178.91152375778742,32009.333333333332,80,40,20,1,1999794.0,9891328.0,57.0,3945983.92327242,9998970.0,9891562.0,318.0,3332990.0,4637815.5831083525,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,138.0,64240,64240,0.0,0.0,0.0,0.0,9891094.0,107033.0,4999063.5,4892030.5,0.0,0.0,0.0,0.0,0.0,0.0,177.0,60.0,0,4,2,708,120
172.16.253.1,172.16.253.255,17500,17500,17,2013-01-05 22:43:29,120078884.0,15.115063860853336,0.04163929438251608,0.04163929438251608,0.0,5,0,1815,0,363.0,363.0,363.0,0.0,0.0,0.0,0.0,0.0,363,363,363.0,0.0,0.0,40,0,8,5,30019721.0,30020943.0,30018481.0,1120.6085400352792,120078884.0,30020943.0,30018481.0,30019721.0,1120.6085400352792,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,363.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,0.0,0,5,0,1815,0
172.16.253.130,184.22.41.10,1113,80,6,2013-01-05 22:43:39,235112.0,3547.245568069686,25.519752288271125,12.759876144135562,12.759876144135562,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,47022.4,124159.0,58.0,57523.751983332935,110728.0,110443.0,285.0,55364.0,55079.0,124727.0,124159.0,568.0,62363.5,61795.5,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,123934.0,110385.0,117159.5,6774.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1114,80,6,2013-01-05 22:43:41,214372.0,3890.433452129942,27.988729871438434,13.994364935719217,13.994364935719217,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,42874.4,107914.0,54.0,52324.73984875606,108222.0,107968.0,254.0,54111.0,53857.0,106458.0,105995.0,463.0,53229.0,52766.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,107914.0,105840.0,106877.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1115,80,6,2013-01-05 22:43:42,215710.0,3866.3019795095265,27.815122154744795,13.907561077372398,13.907561077372398,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,43142.0,109035.0,58.0,52616.67442550888,109381.0,109093.0,288.0,54690.5,54402.5,106675.0,106113.0,562.0,53337.5,52775.5,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,109035.0,105897.0,107466.0,1569.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1116,80,6,2013-01-05 22:43:43,9998382.0,82.81339920799186,0.600097095710086,0.40006473047339064,0.20003236523669532,4,2,708,120,538.0,54.0,177.0,208.44903453842142,60.0,60.0,60.0,0.0,538,54,138.0,178.91152375778742,32009.333333333332,80,40,20,1,1999676.4,9889608.0,55.0,3945187.5865418413,9998382.0,9889841.0,285.0,3332794.0,4636741.920383823,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,138.0,64240,64240,0.0,0.0,0.0,0.0,9889375.0,108201.0,4998788.0,4890587.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,60.0,0,4,2,708,120
172.16.253.130,184.22.41.10,1117,80,6,2013-01-05 22:43:54,213931.0,3898.4532395959445,28.046426184143485,14.023213092071742,14.023213092071742,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,42786.2,108007.0,55.0,52212.54878053742,108315.0,108062.0,253.00000000000003,54157.5,53904.5,105924.0,105444.0,480.0,52962.0,52482.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,108007.0,105272.0,106639.5,1367.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1118,80,6,2013-01-05 22:43:55,219078.0,3806.863308958453,27.387505819844986,13.693752909922493,13.693752909922493,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,43815.6,110446.0,58.0,53444.882436394226,110782.0,110504.0,278.0,55391.0,55113.0,108632.0,108085.0,547.0,54316.0,53769.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,110446.0,107874.0,109160.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1119,80,6,2013-01-05 22:43:56,215365.0,3872.4955308429876,27.859680078007106,13.929840039003553,13.929840039003553,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,43073.0,107845.0,58.0,52454.19251880635,107300.0,106842.0,458.0,53650.0,53192.0,108581.0,107845.0,736.0,54290.5,53554.5,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,107625.0,106784.0,107204.5,420.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1120,80,6,2013-01-05 22:43:58,217055.0,3842.3441063324963,27.642763354910045,13.821381677455022,13.821381677455022,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,43411.0,112159.0,56.0,52980.1046960083,112497.0,112215.0,282.0,56248.5,55966.5,104896.0,104294.0,602.0,52448.0,51846.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,112159.0,104030.0,108094.5,4064.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1121,80,6,2013-01-05 22:43:59,248444.0,3356.893303923621,24.150311539018855,12.075155769509427,12.075155769509427,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,49688.8,139007.0,56.0,61238.180000388646,109204.0,108555.0,649.0,54602.0,53953.0,139945.0,139007.0,938.0,69972.5,69034.5,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,138774.0,108499.0,123636.5,15137.5,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
172.16.253.130,184.22.41.10,1122,80,6,2013-01-05 22:44:00,216651.0,3849.5091183516347,27.694310203968595,13.847155101984297,13.847155101984297,3,3,654,180,538.0,54.0,218.0,226.29773897824668,60.0,60.0,60.0,0.0,538,54,139.0,178.45540993013725,31846.333333333332,60,60,20,1,43330.2,108705.0,57.0,52800.18247468469,109126.0,108762.0,364.0,54563.0,54199.0,107946.0,107284.0,662.0,53973.0,53311.0,0,0,0,0,1,0,0,0,0,0,0,1.0,139.0,64240,64240,0.0,0.0,0.0,0.0,108705.0,107043.0,107874.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,60.0,0,3,3,654,180
